kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_depth,koi_prad,koi_teq,koi_insol,koi_steff,koi_srad,koi_smass,koi_slogg,koi_count,koi_num_transits,koi_max_sngle_ev,koi_max_mult_ev,koi_impact,koi_duration,koi_ingress,koi_dor
K04338.01,,FALSE POSITIVE,FALSE POSITIVE,10.78438513,233.6,75.04,1397.0,900.7,5575.0,3.515,1.48,3.516,1,122.0,4.308102,12.220875,1.18,1.408,,11.34
K02585.02,Kepler-392 c,CONFIRMED,CANDIDATE,10.42317343,71.2,1.07,901.0,155.7,5767.0,1.135,0.91,4.287,3,123.0,3.133254,8.874426,0.811,2.341,,20.41
K04339.01,,FALSE POSITIVE,FALSE POSITIVE,0.566804221,166.0,0.85,1737.0,2149.42,5277.0,0.64,0.628,4.625,1,2010.0,3.4676988,11.398456,0.536,4.639,,1.115
K04340.01,,FALSE POSITIVE,FALSE POSITIVE,2.022658,135.7,1.15,1482.0,1139.1,6091.0,0.967,1.045,4.487,1,669.0,3.6020813,15.26167,0.419,3.343,,4.31
K04404.01,,FALSE POSITIVE,FALSE POSITIVE,316.57747,269.1,1.47,255.0,1.01,5822.0,0.898,0.994,4.529,1,,,,0.2569,14.64,,162.2
K07679.01,,CANDIDATE,CANDIDATE,1.8679943,73.4,0.7,1291.0,658.77,5487.0,0.815,0.899,4.568,1,717.0,4.2742686,7.4732122,0.173,1.087,,13.05
K04405.01,,CANDIDATE,CANDIDATE,8.9172863,196.3,1.39,931.0,177.84,6210.0,0.986,1.035,4.467,1,117.0,3.8328545,11.470666,0.062,4.468,,15.43
K04406.01,,FALSE POSITIVE,FALSE POSITIVE,0.519437968,226.2,20.48,2402.0,7822.62,6181.0,1.006,1.074,4.464,1,2184.0,5.178506,13.164155,1.172,2.129,,1.227
K04407.01,,CANDIDATE,CANDIDATE,1.33807075,20.2,0.6,2008.0,3844.97,6355.0,1.319,1.269,4.299,1,995.0,3.9515548,10.939487,0.003,1.425,,7.22
K04408.01,,FALSE POSITIVE,FALSE POSITIVE,1.105095798,141.7,0.89,1445.0,1025.9,5296.0,0.752,0.835,4.604,1,608.0,3.7242644,8.456129,0.295,2.624,,3.175
K04201.01,,FALSE POSITIVE,FALSE POSITIVE,245.01902,375.9,1.98,310.0,2.17,6167.0,1.01,1.046,4.451,1,,,,0.3471,8.56,,209.3
K04202.01,Kepler-1567 b,CONFIRMED,CANDIDATE,153.979362,792.5,2.53,330.0,2.82,5858.0,0.903,0.944,4.502,1,9.0,6.1083355,14.797884,0.036,9.028,,133.6
K07684.01,,FALSE POSITIVE,FALSE POSITIVE,10.2239787,213.5,24.43,2364.0,7383.41,4673.0,16.823,2.666,2.412,1,133.0,3.7795987,8.892335,0.439,1.814,,39.3
K02433.03,Kepler-385 d,CONFIRMED,CANDIDATE,56.4148314,480.1,2.9,535.0,19.37,6325.0,1.112,1.157,4.409,7,18.0,4.4771957,11.664873,0.908,8.075,,25.2
K04203.01,,FALSE POSITIVE,FALSE POSITIVE,2.18079098,83.2,3.29,2767.0,13876.96,6911.0,3.339,1.865,3.661,1,624.0,3.3694663,10.947229,0.74,12.13,,1.269
K04204.01,Kepler-1568 b,CONFIRMED,CANDIDATE,20.9254083,109.0,1.26,729.0,66.95,5821.0,1.21,1.025,4.283,1,64.0,4.40756,11.433498,0.201,6.783,,23.32
K02498.02,Kepler-390 c,CONFIRMED,CANDIDATE,13.0600399,106.8,0.8,630.0,37.3,5168.0,0.769,0.793,4.566,2,98.0,3.1528468,9.569488,0.495,2.851,,30.81
K04271.01,,FALSE POSITIVE,FALSE POSITIVE,0.641069613,78.6,0.86,2196.0,5512.38,6077.0,0.961,0.953,4.451,1,978.0,3.8444114,11.339991,0.061,1.033,,4.81
K07690.01,,FALSE POSITIVE,FALSE POSITIVE,2.2430415,101.1,0.89,1344.0,770.18,5897.0,0.891,0.983,4.531,1,469.0,3.193462,7.389189,0.147,3.63,,4.75
K04272.01,,FALSE POSITIVE,FALSE POSITIVE,1.21475168,266.1,5.5,3302.0,28091.85,6732.0,3.276,1.676,3.632,1,1112.0,4.417196,13.887757,0.461,6.93,,1.41
K04273.01,,CANDIDATE,CANDIDATE,17.3731821,71.7,1.31,901.0,155.73,6180.0,1.54,1.237,4.155,1,75.0,4.438975,12.474595,0.227,3.36,,38.8
K04274.01,,CANDIDATE,CANDIDATE,1.97507424,130.5,1.08,1477.0,1122.82,6065.0,0.947,1.022,4.495,1,570.0,3.4642088,13.747099,0.152,2.61,,5.8
K04617.01,Kepler-1617 b,CONFIRMED,CANDIDATE,27.4784659,83.2,1.52,736.0,69.3,5432.0,1.707,1.046,3.993,1,49.0,3.9445896,11.102872,0.008,7.5,,28.2
K04618.01,,FALSE POSITIVE,FALSE POSITIVE,244.86662,289.5,1.46,273.0,1.31,5821.0,0.848,0.937,4.554,1,,,,0.3872,10.56,,166.4
K07697.01,,FALSE POSITIVE,FALSE POSITIVE,1.30627214,95.4,0.87,1490.0,1161.23,5513.0,0.862,0.948,4.543,1,665.0,2.9961927,8.381532,0.57,5.144,,1.783
K04619.01,,FALSE POSITIVE,FALSE POSITIVE,62.366706,95.4,1.88,698.0,56.09,6749.0,1.9,1.419,4.031,1,,,,0.1725,4.32,,109.6
K04620.01,,FALSE POSITIVE,FALSE POSITIVE,0.933732791,96.9,0.9,1773.0,2344.56,5496.0,0.927,0.798,4.405,1,362.0,4.6509013,10.633178,0.022,3.056,,2.428
K04621.01,,FALSE POSITIVE,FALSE POSITIVE,53.106597,82.4,2.2,860.0,129.19,7217.0,2.343,1.562,3.893,1,,,,0.5182,2.914,,120.5
K04690.01,,FALSE POSITIVE,FALSE POSITIVE,360.15417,790.6,2.99,270.0,1.25,6065.0,1.061,1.163,4.452,1,,,,0.2583,12.806,,213.3
K04691.01,,CANDIDATE,CANDIDATE,3.3879165,78.6,1.09,1336.0,750.6,5702.0,1.245,0.997,4.247,1,400.0,3.520076,9.56524,0.117,1.818,,14.27
K04692.01,,FALSE POSITIVE,FALSE POSITIVE,1.42856815,59.5,0.64,1547.0,1352.91,5979.0,0.822,0.888,4.557,2,935.0,10.007416,9.338969,0.3097,2.132,,4.95
K00806.04,,FALSE POSITIVE,FALSE POSITIVE,381.850599,1702.0,3.59,222.0,0.58,5485.0,0.867,0.986,4.556,5,,,,0.4148,4.772,,582.0
K03194.01,,FALSE POSITIVE,FALSE POSITIVE,10.81315417,80.3,1.46,1045.0,281.84,6380.0,1.46,1.351,4.24,1,101.0,4.2982836,14.030767,0.804,1.275,,39.5
K04479.01,,FALSE POSITIVE,FALSE POSITIVE,359.08368,618.7,29.15,268.0,1.23,6256.0,0.932,0.986,4.493,1,4.0,6.460072,9.62688,1.262,15.67,,43.4
K04480.01,,CANDIDATE,CANDIDATE,58.7488629,473.6,1.75,425.0,7.7,5574.0,0.805,0.756,4.505,1,24.0,5.4182825,11.594376,0.186,3.191,,141.0
K04481.01,,FALSE POSITIVE,FALSE POSITIVE,3.74784374,116.5,1.08,1226.0,534.57,6122.0,0.996,1.07,4.471,1,357.0,3.401392,11.61852,0.093,3.658,,7.89
K07685.01,,CANDIDATE,CANDIDATE,64.740274,113.1,1.35,518.0,16.96,5999.0,1.177,0.926,4.263,2,22.0,4.0775084,8.666167,0.74,15.082,,22.6
K04482.01,,CANDIDATE,CANDIDATE,5.38299284,35.1,0.78,1253.0,582.98,6256.0,1.293,1.135,4.27,1,249.0,4.567354,9.382807,0.417,3.336,,11.3
K04483.01,,FALSE POSITIVE,FALSE POSITIVE,1.71028117,111.6,0.91,1454.0,1055.42,5910.0,0.855,0.945,4.55,1,783.0,3.259611,12.124529,0.372,2.61,,4.75
K04549.01,,CANDIDATE,CANDIDATE,2.0481582,183.3,1.16,1346.0,773.92,5799.0,0.86,0.955,4.548,1,549.0,3.052196,9.955481,0.179,1.899,,8.234
K04550.01,Kepler-1653 b,CONFIRMED,CANDIDATE,140.251943,567.7,1.84,271.0,1.28,4821.0,0.788,0.765,4.529,1,11.0,4.172054,9.639611,0.323,6.576,,157.9
K04551.01,,CANDIDATE,CANDIDATE,14.7179342,132.3,1.25,784.0,89.3,6102.0,1.018,1.058,4.449,1,92.0,3.4797113,10.768475,0.704,5.844,,13.99
K07691.01,,FALSE POSITIVE,FALSE POSITIVE,0.570828503,174.4,0.54,986.0,222.55,3585.0,0.388,0.406,4.868,1,2329.0,6.3144407,11.769917,0.609,0.915,,3.93
K04552.01,,FALSE POSITIVE,FALSE POSITIVE,134.4665,1032.0,2.48,280.0,1.45,4891.0,0.791,0.764,4.524,1,,,,0.2848,5.27,,193.0
K04553.01,,FALSE POSITIVE,FALSE POSITIVE,0.909314811,40.5,0.99,2503.0,9311.68,6508.0,1.447,1.111,4.163,1,1474.0,3.792545,8.602466,0.722,2.2053,,2.36
K04622.01,Kepler-441 b,CONFIRMED,CANDIDATE,207.24785,809.2,1.56,189.0,0.3,4339.0,0.553,0.573,4.711,2,6.0,4.5226235,9.708954,0.21,6.159,,258.1
K04623.01,,FALSE POSITIVE,FALSE POSITIVE,186.55347,334.5,1.86,341.0,3.18,6187.0,1.006,1.026,4.446,1,,,,0.2803,13.57,,102.7
K03179.01,Kepler-1911 b,CONFIRMED,CANDIDATE,5.99078221,69.9,1.03,987.0,223.93,5721.0,0.972,0.954,4.442,1,223.0,5.0953517,15.230945,0.944,1.699,,9.71
K04624.01,,FALSE POSITIVE,FALSE POSITIVE,14.0801852,90.7,1.04,798.0,95.62,5984.0,1.089,1.142,4.421,1,97.0,3.3396008,9.391261,0.308,3.402,,30.4
K04625.01,Kepler-1964 b,CONFIRMED,CANDIDATE,2.440839436,509.5,21.29,986.0,223.8,4803.0,0.698,0.752,4.623,1,463.0,3.1317515,10.968486,1.253,0.968,,5.14
K04693.01,Kepler-1619 b,CONFIRMED,CANDIDATE,23.6223571,57.0,1.07,797.0,95.35,6144.0,1.393,0.999,4.149,1,61.0,3.412341,9.463604,0.369,6.852,,24.68
K04694.01,,CANDIDATE,CANDIDATE,19.2527652,138.5,1.24,740.0,71.04,6258.0,1.046,1.102,4.442,1,69.0,3.841056,9.532886,0.028,4.862,,30.57
K04695.01,,FALSE POSITIVE,FALSE POSITIVE,3.28931936,166.0,50.51,1364.0,818.01,6335.0,1.072,1.12,4.427,1,323.0,3.8833177,9.527074,1.422,1.921,,2.61
K04696.01,,FALSE POSITIVE,FALSE POSITIVE,1.08195208,33.6,0.47,1526.0,1275.68,5233.0,0.824,0.764,4.489,1,996.0,3.3345659,7.6391106,0.257,4.807,,1.788
K04697.01,,FALSE POSITIVE,FALSE POSITIVE,0.512583041,114.3,1.07,2363.0,7320.09,6077.0,0.999,1.077,4.471,1,2211.0,3.8515642,12.5058,0.116,1.498,,2.6895
K07680.01,,CANDIDATE,CANDIDATE,219.20579,207.8,2.66,456.0,10.18,6990.0,1.785,1.515,4.115,1,4.0,4.5428963,7.12847,0.517,14.5,,100.7
K04484.01,Kepler-1960 b,CONFIRMED,CANDIDATE,2.29794819,83.2,0.98,1547.0,1352.14,6371.0,1.072,1.117,4.426,1,583.0,3.3181992,11.046987,0.108,2.84,,6.226
K04485.01,,FALSE POSITIVE,FALSE POSITIVE,368.11581,476.2,2.11,263.0,1.12,6122.0,0.964,1.041,4.487,1,,,,0.0125,13.52,,212.2
K04486.01,,FALSE POSITIVE,FALSE POSITIVE,368.52466,680.3,3.05,288.0,1.62,6343.0,1.137,1.213,4.411,1,,,,0.5045,11.9,,210.9
K03158.02,Kepler-444 c,CONFIRMED,CANDIDATE,4.54586982,76.5,0.65,868.0,134.21,5051.0,0.721,0.692,4.562,5,252.0,9.528808,27.623426,0.563,1.756,,16.55
K04487.01,,CANDIDATE,CANDIDATE,3.48754109,85.1,0.72,988.0,224.74,5252.0,0.783,0.896,4.593,1,377.0,4.093366,9.3143,0.32,1.811,,14.08
K03164.01,,FALSE POSITIVE,FALSE POSITIVE,0.542498653,54.9,2.25,5157.0,167191.11,8711.0,2.954,1.987,3.795,1,,,,0.3422,4.257,,1.158
K04554.01,,CANDIDATE,CANDIDATE,8.0772455,79.2,2.61,1228.0,537.66,5684.0,2.032,1.239,3.915,1,167.0,3.7977989,10.1308,0.984,7.272,,2.23
K04555.01,,CANDIDATE,CANDIDATE,364.08733,372.0,1.39,211.0,0.47,5376.0,0.727,0.769,4.601,1,,,,0.1702,14.09,,198.0
K04556.01,,FALSE POSITIVE,FALSE POSITIVE,21.5819776,47.6,0.91,746.0,73.01,5601.0,1.342,0.915,4.144,1,62.0,3.3533945,8.667734,0.036,13.734,,12.09
K04557.01,,CANDIDATE,CANDIDATE,5.75651958,65.3,0.83,1089.0,332.97,6208.0,1.024,1.086,4.454,1,230.0,4.698596,9.905729,0.247,2.309,,18.61
K04626.01,,CANDIDATE,CANDIDATE,91.95723,308.4,2.66,497.0,14.41,5854.0,1.528,1.107,4.114,1,14.0,5.120729,10.858511,0.015,10.471,,68.15
K04627.01,,CANDIDATE,CANDIDATE,7.51731745,170.7,1.19,861.0,129.74,5525.0,0.923,0.957,4.488,1,179.0,4.0939584,9.023955,0.256,2.484,,22.65
K04628.01,,FALSE POSITIVE,FALSE POSITIVE,3.08723626,101.9,1.2,1451.0,1046.77,6418.0,1.171,1.241,4.395,1,429.0,10.105768,10.7324505,0.2516,2.615,,8.84
K04629.01,,FALSE POSITIVE,FALSE POSITIVE,0.592562969,1546.4,25.97,1967.0,3520.7,5728.0,0.804,0.896,4.575,1,1911.0,5.8482914,13.5561075,1.252,3.0869,,1.359
K04630.01,,CANDIDATE,CANDIDATE,44.6966177,257.3,2.46,637.0,38.95,5929.0,1.518,1.116,4.123,1,32.0,4.231552,11.072874,0.373,10.532,,30.6
K04698.01,,CANDIDATE,CANDIDATE,8.5275894,112.5,1.28,1049.0,286.1,6469.0,1.193,1.26,4.385,1,157.0,3.3963172,9.347392,0.311,2.959,,21.16
K04699.01,,CANDIDATE,CANDIDATE,3.07714195,34.2,1.08,1493.0,1175.0,6108.0,1.336,1.162,4.251,1,211.0,3.5472298,8.634525,0.983,3.571,,1.767
K04700.01,,CANDIDATE,CANDIDATE,3.83488354,243.0,1.2,1003.0,239.15,5515.0,0.775,0.868,4.592,2,300.0,3.48671,9.321168,0.242,2.026,,14.26
K04701.01,,FALSE POSITIVE,FALSE POSITIVE,31.97181,117.4,0.95,521.0,17.43,5632.0,0.853,0.952,4.554,1,43.0,3.4203415,8.885191,0.532,12.277,,17.1
K04702.01,,FALSE POSITIVE,FALSE POSITIVE,5.81289843,76.3,0.93,1102.0,348.61,6175.0,1.041,1.013,4.41,1,232.0,3.3659368,8.515034,0.499,3.979,,9.8
K04488.01,,FALSE POSITIVE,FALSE POSITIVE,6.44173995,107.7,1.41,1175.0,451.14,6088.0,1.339,1.097,4.225,1,206.0,11.181624,9.719282,0.3252,1.635,,28.8
K04489.01,,FALSE POSITIVE,FALSE POSITIVE,0.631106722,49.2,0.63,1945.0,3367.19,5400.0,0.898,0.816,4.443,1,2114.0,4.292,10.790549,0.194,0.9942,,4.83
K04490.01,,FALSE POSITIVE,FALSE POSITIVE,176.17377,349.9,1.76,323.0,2.57,5957.0,0.937,1.026,4.506,1,,,,0.2545,14.58,,90.9
K04491.01,Kepler-1609 b,CONFIRMED,CANDIDATE,114.336052,239.8,2.09,429.0,8.02,5802.0,1.316,1.044,4.218,1,12.0,3.9302053,10.437255,0.529,14.077,,53.7
K04492.01,,FALSE POSITIVE,FALSE POSITIVE,0.63938062,308.0,51.53,2566.0,10289.98,6607.0,1.204,1.224,4.363,1,2091.0,4.1519322,9.187865,1.377,1.2067,,1.611
K04558.01,,CANDIDATE,CANDIDATE,8.8233996,104.6,1.13,929.0,176.13,5602.0,1.121,0.852,4.269,1,117.0,4.041067,9.938959,0.022,6.735,,10.12
K04559.01,,FALSE POSITIVE,FALSE POSITIVE,0.566801045,188.3,1.42,2348.0,7209.06,6106.0,0.982,0.893,4.405,1,2364.0,11.941601,18.141047,0.628,1.7499,,2.117
K04560.01,,FALSE POSITIVE,FALSE POSITIVE,0.992799002,1653.0,40.12,1933.0,3302.31,6217.0,0.989,1.056,4.472,1,,,,1.3295,3.4878,,1.531
K04561.01,Kepler-1613 b,CONFIRMED,CANDIDATE,1.5184181,196.8,1.85,1926.0,3261.65,6302.0,1.269,1.063,4.259,1,61.0,3.5778859,11.434397,0.561,2.842,,3.52
K04562.01,,FALSE POSITIVE,FALSE POSITIVE,0.96807117,104.8,0.72,1487.0,1157.58,5367.0,0.687,0.757,4.639,2,1385.0,3.7695007,9.332697,0.53,1.677,,3.86
K04631.01,,FALSE POSITIVE,FALSE POSITIVE,3.55661906,23.3,0.72,1518.0,1254.47,6018.0,1.458,0.934,4.081,1,305.0,4.0916243,9.8879,0.384,5.396,,4.72
K04632.01,,CANDIDATE,CANDIDATE,40.0691482,784.1,13.25,458.0,10.42,5485.0,0.762,0.796,4.575,1,27.0,3.7871153,9.378828,1.125,2.928,,29.4
K04633.01,,CANDIDATE,CANDIDATE,11.6933447,66.9,1.12,950.0,192.95,6049.0,1.354,1.189,4.248,1,115.0,3.1516411,9.376589,0.353,6.551,,12.88
K07692.01,,FALSE POSITIVE,FALSE POSITIVE,0.56256804,4.5,0.63,5127.0,164220.08,9005.0,2.773,1.941,3.84,1,1906.0,3.9181807,11.084182,0.692,1.686,,2.018
K03182.01,,FALSE POSITIVE,FALSE POSITIVE,8.79991878,869.1,224.56,1979.0,3624.62,8092.0,3.267,2.068,3.725,1,,,,1.6053,41.564,,1.676
K04634.01,,CANDIDATE,CANDIDATE,4.02745396,85.2,0.98,1250.0,577.46,6174.0,1.041,0.987,4.398,1,332.0,3.2048519,9.801798,0.304,1.33,,22.3
K03196.01,,CANDIDATE,CANDIDATE,4.96061094,20.4,0.59,1272.0,618.99,6117.0,1.298,1.079,4.244,2,272.0,8.368256,11.007343,0.058,2.864,,13.278
K04703.01,,FALSE POSITIVE,FALSE POSITIVE,349.03703,777.0,2.27,231.0,0.67,5583.0,0.824,0.899,4.559,1,,,,0.1215,4.76,,571.0
K04704.01,,FALSE POSITIVE,FALSE POSITIVE,177.8135,417.7,1.83,310.0,2.17,5822.0,0.898,0.994,4.529,1,,,,0.2043,9.76,,138.9
K04705.01,,CANDIDATE,CANDIDATE,1.4733245,124.0,1.03,1576.0,1453.8,5751.0,0.921,0.834,4.431,1,769.0,3.3823733,9.979716,0.197,1.406,,7.956
K04706.01,Kepler-1620 b,CONFIRMED,CANDIDATE,101.952048,152.5,1.31,428.0,7.92,6210.0,1.054,1.028,4.407,1,11.0,4.6524043,10.029045,0.084,5.991,,131.03
K04493.01,,FALSE POSITIVE,FALSE POSITIVE,2.41795911,100.5,0.53,878.0,140.54,4623.0,0.534,0.545,4.719,1,550.0,3.559299,8.917967,0.145,2.727,,6.791
K04494.01,,FALSE POSITIVE,FALSE POSITIVE,183.854867,520.6,2.4,345.0,3.36,6225.0,1.031,1.091,4.45,1,,,,0.4202,14.996,,87.2
K04495.01,,CANDIDATE,CANDIDATE,5.93218209,205.3,1.39,1000.0,235.68,5843.0,0.977,1.036,4.474,1,192.0,3.6082761,11.289228,0.097,4.507,,10.16
K04496.01,,CANDIDATE,CANDIDATE,96.384483,591.0,2.41,400.0,6.03,5919.0,1.0,1.114,4.485,1,11.0,4.5556273,9.164617,0.095,5.253,,142.7
K07681.01,,CANDIDATE,CANDIDATE,6.05552018,134.6,0.92,844.0,119.89,5352.0,0.805,0.919,4.585,1,177.0,2.9427624,7.941939,0.19,2.818,,16.3
K00701.05,Kepler-62 c,CONFIRMED,CANDIDATE,12.4418003,78.4,0.57,576.0,26.03,4926.0,0.662,0.727,4.653,5,103.0,3.657071,8.523661,0.043,3.572,,26.8
K04563.01,,CANDIDATE,CANDIDATE,54.333582,152.0,1.7,513.0,16.37,5500.0,1.221,0.92,4.228,1,20.0,4.063198,9.464146,0.823,10.545,,23.2
K03165.01,,CANDIDATE,CANDIDATE,4.11754421,34.3,1.02,1581.0,1477.06,6263.0,1.726,1.147,4.024,1,323.0,3.84024,13.636274,0.312,4.362,,6.92
K04564.01,,FALSE POSITIVE,FALSE POSITIVE,293.60581,165.3,1.37,295.0,1.79,6167.0,1.064,1.149,4.444,1,,,,0.0927,11.07,,204.1
K04565.01,,FALSE POSITIVE,FALSE POSITIVE,2.78801663,14.0,0.91,2287.0,6451.74,7523.0,2.206,1.719,3.986,1,490.0,3.8999119,9.249161,0.796,17.354,,1.157
K04566.01,Kepler-1614 b,CONFIRMED,CANDIDATE,3.94660745,309.4,1.4,981.0,218.91,5376.0,0.806,0.897,4.576,1,268.0,3.0182116,10.508349,0.278,2.705,,10.91
K04635.01,,FALSE POSITIVE,FALSE POSITIVE,4.99473798,99.5,0.82,917.0,167.06,5406.0,0.819,0.907,4.569,1,268.0,5.6547465,15.130614,0.46,3.05,,11.26
K04636.01,,CANDIDATE,CANDIDATE,122.749053,1041.2,6.13,348.0,3.48,5619.0,0.976,1.069,4.488,1,9.0,7.736311,14.3759165,0.997,8.342,,39.5
K04637.01,,CANDIDATE,CANDIDATE,4.37992345,15.5,0.81,1608.0,1579.65,6311.0,1.918,1.324,3.993,1,310.0,4.123963,9.194077,0.728,4.949,,4.75
K04638.01,,FALSE POSITIVE,FALSE POSITIVE,368.48518,301.8,1.98,283.0,1.52,6140.0,1.096,0.989,4.354,1,,,,0.5758,11.26,,209.0
K04639.01,,FALSE POSITIVE,FALSE POSITIVE,169.894419,178.7,2.66,492.0,13.85,6382.0,1.961,1.222,3.94,2,,,,0.3241,2.525,,493.0
K04707.01,,FALSE POSITIVE,FALSE POSITIVE,26.190289,51.8,1.05,793.0,93.35,6434.0,1.441,1.224,4.208,1,51.0,3.7439609,8.471894,0.109,2.148,,93.2
K04708.01,,FALSE POSITIVE,FALSE POSITIVE,203.511886,167.1,2.07,442.0,9.02,6967.0,1.565,1.403,4.193,1,,,,0.3979,3.671,,394.0
K04709.01,,CANDIDATE,CANDIDATE,3.70858595,305.4,1.33,995.0,231.84,5420.0,0.771,0.864,4.596,1,358.0,3.0054,9.874765,0.115,1.94,,14.75
K04710.01,,CANDIDATE,CANDIDATE,9.4527721,197.3,1.3,832.0,113.38,5973.0,0.857,0.945,4.547,1,140.0,4.04155,9.767796,0.746,3.817,,13.02
K04711.01,,CANDIDATE,CANDIDATE,4.3638313,194.1,1.08,976.0,214.31,5623.0,0.763,0.853,4.596,1,152.0,3.177434,9.151483,0.39,1.457,,21.4
K03158.03,Kepler-444 d,CONFIRMED,CANDIDATE,6.18943952,83.2,0.65,783.0,88.79,5051.0,0.721,0.692,4.562,5,207.0,9.085545,29.604118,0.334,2.3316,,19.3
K04497.01,,CANDIDATE,CANDIDATE,6.83006228,187.4,1.09,882.0,142.95,5807.0,0.8,0.886,4.576,1,196.0,3.155659,11.177868,0.006,3.315,,15.95
K04498.01,,CANDIDATE,CANDIDATE,17.1622587,312.2,22.42,674.0,48.86,5729.0,0.939,1.037,4.509,1,63.0,3.9159184,10.310347,1.201,4.668,,5.96
K04499.01,,CANDIDATE,CANDIDATE,5.19898615,136.8,1.04,1035.0,271.21,6058.0,0.867,0.95,4.54,1,206.0,4.3740973,9.88589,0.428,2.359,,15.44
K04500.01,Kepler-1610 b,CONFIRMED,CANDIDATE,8.70179611,304.1,1.37,750.0,74.58,5295.0,0.8,0.825,4.548,3,128.0,3.7869122,10.92455,0.045,3.048,,22.14
K04567.01,,CANDIDATE,CANDIDATE,14.74426,113.6,8.1,784.0,89.04,6146.0,0.987,1.006,4.454,2,86.0,3.6856647,7.1960864,1.063,8.168,,2.47
K04568.01,,FALSE POSITIVE,FALSE POSITIVE,0.933747395,30.9,1.24,2596.0,10738.05,5574.0,2.174,1.134,3.818,2,1444.0,4.544038,14.474333,0.541,4.798,,1.463
K07682.01,,FALSE POSITIVE,FALSE POSITIVE,58.873429,226471.0,76.18,679.0,50.35,7078.0,1.568,1.401,4.192,1,3.0,1981.3434,1594.3699,0.0,17.487,,37.172
K04569.01,,FALSE POSITIVE,FALSE POSITIVE,14.1166583,449.3,238.66,1205.0,497.8,6526.0,2.238,1.398,3.883,1,,,,1.9614,9.12,,3.5
K04570.01,,CANDIDATE,CANDIDATE,35.0175053,292.0,2.13,617.0,34.32,5944.0,1.123,0.905,4.293,1,36.0,3.8430924,11.686475,0.809,3.608,,45.7
K04571.01,Kepler-1615 b,CONFIRMED,CANDIDATE,47.3128645,217.4,3.71,658.0,44.26,5749.0,1.876,1.288,4.002,1,30.0,5.0840974,11.626737,0.967,11.444,,10.11
K04639.02,,FALSE POSITIVE,FALSE POSITIVE,29.6990126,93.3,1.93,880.0,141.6,6382.0,1.961,1.222,3.94,2,,,,0.3636,1.849,,115.5
K04640.01,Kepler-1618 b,CONFIRMED,CANDIDATE,6.1082945,61.1,1.06,1267.0,608.39,6720.0,1.289,1.261,4.316,1,219.0,4.0586643,9.715869,0.63,3.493,,10.53
K04641.01,,FALSE POSITIVE,FALSE POSITIVE,119.72007,115.6,1.26,410.0,6.67,5963.0,1.176,1.056,4.321,1,11.0,6.5418696,9.492277,0.025,9.48,,97.4
K04642.01,,FALSE POSITIVE,FALSE POSITIVE,1.27839331,19.5,0.86,2853.0,15656.19,7758.0,1.918,1.713,4.106,1,425.0,3.261805,10.100188,0.201,6.343,,1.639
K03184.01,Kepler-1972 b,CONFIRMED,CANDIDATE,7.545922037,22.2,0.68,1084.0,326.67,5788.0,1.376,1.039,4.178,3,180.0,5.1161475,9.776427,0.625,4.0329,,11.268426
K04722.01,,FALSE POSITIVE,FALSE POSITIVE,0.58675746,143.8,19.91,2157.0,5080.59,5942.0,0.938,1.028,4.506,1,2281.0,3.9401097,10.337506,1.183,1.508,,1.284
K03197.01,,CANDIDATE,CANDIDATE,22.599501,76.9,0.96,734.0,68.48,6335.0,1.087,1.017,4.375,1,59.0,4.2251244,12.450065,0.12,4.38,,39.4
K04723.01,,FALSE POSITIVE,FALSE POSITIVE,373.74856,797.8,4.45,287.0,1.59,6343.0,1.137,1.213,4.411,1,,,,0.9735,28.18,,35.9
K04724.01,,FALSE POSITIVE,FALSE POSITIVE,20.8822079,1107.0,3.63,661.0,45.17,5780.0,1.0,1.0,4.438,1,13.0,4.9689302,11.230095,0.1364,4.556,,35.9
K04725.01,Kepler-1967 b,CONFIRMED,CANDIDATE,7.28171395,111.6,2.59,1086.0,329.68,4970.0,1.806,0.996,3.924,1,181.0,3.8165321,10.944285,0.956,1.723,,10.88
K04726.01,,FALSE POSITIVE,FALSE POSITIVE,8.0386699,142.0,1.18,926.0,173.92,6018.0,0.975,1.058,4.485,1,164.0,4.02954,10.421622,0.399,3.549,,16.09
K04500.02,Kepler-1610 c,CONFIRMED,CANDIDATE,44.9851885,617.8,2.09,433.0,8.34,5295.0,0.8,0.825,4.548,3,26.0,4.3836584,10.686714,0.664,4.164,,64.4
K04501.01,,FALSE POSITIVE,FALSE POSITIVE,6.67410577,160.9,1.62,1022.0,257.38,5949.0,1.041,0.968,4.389,1,166.0,3.929578,11.537556,0.927,3.645,,5.82
K04502.01,,FALSE POSITIVE,FALSE POSITIVE,374.92478,610.0,1.67,171.0,0.2,4407.0,0.69,0.681,4.593,1,,,,0.348,18.05,,152.5
K04503.01,,CANDIDATE,CANDIDATE,5.89089509,267.7,1.54,985.0,223.02,5869.0,0.942,1.054,4.513,1,176.0,2.8858063,8.614958,0.282,2.402,,18.28
K04504.01,,CANDIDATE,CANDIDATE,4.13029832,325.3,1.44,995.0,231.52,5490.0,0.81,0.864,4.557,2,271.0,3.6015882,10.777867,0.041,2.461,,13.03
K04572.01,,FALSE POSITIVE,FALSE POSITIVE,4.60690612,137.5,0.9,950.0,192.38,5529.0,0.775,0.839,4.583,1,223.0,4.154566,11.035789,0.203,4.176,,8.37
